"primary_key","object_id","product_family_id","product_family_name","product_family_number","laststreameddate","itemref","study_id","batch_number","material","sample_id","manufacture_site","stability_site","analysis","measurement","itemcondition","time_point","display_result","entered_result","units","limit_type_id","coa_limit","verification_status"
"01968265-dd3a-7ecf-97ba-98a42721ed68-0196c2da-0445-712d-bbe9-b111bd01180e-123-180085231819|GLO|SPEC-00023863|2||<=|10.0||","0196c2da-0445-712d-bbe9-b111bd01180e","01968265-dd3a-7ecf-97ba-98a42721ed68",CypressTC3 – Streamer Test,"123",2025-05-12 00:00:00.000,"180085231819|GLO|SPEC-00023863|2||<=|10.0||",Study-181251,"128388_FormC","128388_FormC","18880254",Malvern_API-L,Cork_API-L,CSDS REDUCED,AG HC,"2 - 8Â°C","3 Months","3.8","3.794",%,GLO,  <=10.0,Pass
"01968265-dd3a-7ecf-97ba-98a42721ed68-0196c2da-0445-7853-9222-3c1ba82aa38e-123-180085231817|GLO|SPEC-00023863|2||>=|90.0||","0196c2da-0445-7853-9222-3c1ba82aa38e","01968265-dd3a-7ecf-97ba-98a42721ed68",CypressTC3 – Streamer Test,"123",2025-05-12 00:00:00.000,"180085231817|GLO|SPEC-00023863|2||>=|90.0||",Study-181251,"128388_FormC","128388_FormC","18880254",Malvern_API-L,Cork_API-L,CSDS REDUCED,Purity,"2 - 8Â°C","3 Months","95.5","95.549",%,GLO,>=90.0  ,Pass
"01968265-dd3a-7ecf-97ba-98a42721ed68-0196c2da-0445-7cf8-a98b-83717db19ae7-123-180085231815|GLO|SPEC-00023863|2||>=|90.0|<=|110.0","0196c2da-0445-7cf8-a98b-83717db19ae7","01968265-dd3a-7ecf-97ba-98a42721ed68",CypressTC3 – Streamer Test,"123",2025-05-12 00:00:00.000,"180085231815|GLO|SPEC-00023863|2||>=|90.0|<=|110.0",Study-181251,"128388_FormC","128388_FormC","18880254",Malvern_API-L,Cork_API-L,CONTENT OD280,A280,"2 - 8Â°C","3 Months","92.9","92.904",mg/ml,GLO,>=90.0 <=110.0,Pass
"01968265-dd3a-7ecf-97ba-98a42721ed68-0196c2da-0446-7141-aa6a-88db10d0144e-123-180085231835|GLO|SPEC-00023863|2||>=|95.0||","0196c2da-0446-7141-aa6a-88db10d0144e","01968265-dd3a-7ecf-97ba-98a42721ed68",CypressTC3 – Streamer Test,"123",2025-05-12 00:00:00.000,"180085231835|GLO|SPEC-00023863|2||>=|95.0||",Study-181251,"128388_FormC","128388_FormC","18880254",Malvern_API-L,Cork_API-L,HI HPLC,Main Peak,"2 - 8Â°C","3 Months","97.8","97.7848",%,GLO,>=95.0  ,Pass
"01968265-dd3a-7ecf-97ba-98a42721ed68-0196c2da-0446-723b-87f5-5af601a206c4-123-180085231825||SPEC-00023863|2|||||","0196c2da-0446-723b-87f5-5af601a206c4","01968265-dd3a-7ecf-97ba-98a42721ed68",CypressTC3 – Streamer Test,"123",2025-05-12 00:00:00.000,"180085231825||SPEC-00023863|2|||||",Study-181251,"128388_FormC","128388_FormC","18880254",Malvern_API-L,Cork_API-L,CSDS NON REDUCED,Pre-IgG peak,"2 - 8Â°C","3 Months","0.7","0.701",%,"",Report result,Pass
"01968265-dd3a-7ecf-97ba-98a42721ed68-0196c2da-0446-7653-bdfa-fda7cbe68aba-123-180085231837|GLO|SPEC-00023863|2||>|-99999||","0196c2da-0446-7653-bdfa-fda7cbe68aba","01968265-dd3a-7ecf-97ba-98a42721ed68",CypressTC3 – Streamer Test,"123",2025-05-12 00:00:00.000,"180085231837|GLO|SPEC-00023863|2||>|-99999||",Study-181251,"128388_FormC","128388_FormC","18880254",Malvern_API-L,Cork_API-L,HI HPLC,Pre-peak,"2 - 8Â°C","3 Months",<1.0,"0.1897",%,GLO,Report results,Pass
"01968265-dd3a-7ecf-97ba-98a42721ed68-0196c2da-0446-7861-81f8-98c74ff96187-123-180085231823|GLO|SPEC-00023863|2||>=|90.0||","0196c2da-0446-7861-81f8-98c74ff96187","01968265-dd3a-7ecf-97ba-98a42721ed68",CypressTC3 – Streamer Test,"123",2025-05-12 00:00:00.000,"180085231823|GLO|SPEC-00023863|2||>=|90.0||",Study-181251,"128388_FormC","128388_FormC","18880254",Malvern_API-L,Cork_API-L,CSDS NON REDUCED,Purity,"2 - 8Â°C","3 Months","98.3","98.296",%,GLO,>=90.0  ,Pass
"01968265-dd3a-7ecf-97ba-98a42721ed68-0196c2da-0446-7a3b-bc77-99070786b700-123-180085231821|GLO|SPEC-00023863|2||In|NO NEW PEAK > 1.0% COMPARED TO REFERENCE MATERIAL||","0196c2da-0446-7a3b-bc77-99070786b700","01968265-dd3a-7ecf-97ba-98a42721ed68",CypressTC3 – Streamer Test,"123",2025-05-12 00:00:00.000,"180085231821|GLO|SPEC-00023863|2||In|NO NEW PEAK > 1.0% COMPARED TO REFERENCE MATERIAL||",Study-181251,"128388_FormC","128388_FormC","18880254",Malvern_API-L,Cork_API-L,CSDS REDUCED,New peaks,"2 - 8Â°C","3 Months",No new peak > 1.0% compared to Reference Material,No new peak > 1.0% compared to Reference Material,,GLO,   ,Pass
"01968265-dd3a-7ecf-97ba-98a42721ed68-0196c2da-0446-7e5f-a428-119c20429e4e-123-180085231827|GLO|SPEC-00023863|2||In|NO NEW PEAK > 1.0% COMPARED TO REFERENCE MATERIAL||","0196c2da-0446-7e5f-a428-119c20429e4e","01968265-dd3a-7ecf-97ba-98a42721ed68",CypressTC3 – Streamer Test,"123",2025-05-12 00:00:00.000,"180085231827|GLO|SPEC-00023863|2||In|NO NEW PEAK > 1.0% COMPARED TO REFERENCE MATERIAL||",Study-181251,"128388_FormC","128388_FormC","18880254",Malvern_API-L,Cork_API-L,CSDS NON REDUCED,New peaks,"2 - 8Â°C","3 Months",No new peak > 1.0% compared to Reference Material,No new peak > 1.0% compared to Reference Material,,GLO,   ,Pass
"01968265-dd3a-7ecf-97ba-98a42721ed68-0196c2da-0447-7a4f-8711-78a583cb6537-123-180085231845||SPEC-00023863|2|||||","0196c2da-0447-7a4f-8711-78a583cb6537","01968265-dd3a-7ecf-97ba-98a42721ed68",CypressTC3 – Streamer Test,"123",2025-05-12 00:00:00.000,"180085231845||SPEC-00023863|2|||||",Study-181251,"128388_FormC","128388_FormC","18880254",Malvern_API-L,Cork_API-L,CIEF,Acidic Peak 2,"2 - 8Â°C","3 Months","4.9","4.87",%,"",Report Results,Pass
"01968265-dd3a-7ecf-97ba-98a42721ed68-0196c2da-0447-7d35-bef0-4775f34d7275-123-180085231843|INH|SPEC-00023863|2||In|CONFORMS TO REFERENCE MATERIAL||","0196c2da-0447-7d35-bef0-4775f34d7275","01968265-dd3a-7ecf-97ba-98a42721ed68",CypressTC3 – Streamer Test,"123",2025-05-12 00:00:00.000,"180085231843|INH|SPEC-00023863|2||In|CONFORMS TO REFERENCE MATERIAL||",Study-181251,"128388_FormC","128388_FormC","18880254",Malvern_API-L,Cork_API-L,CIEF,cIEF,"2 - 8Â°C","3 Months",Conforms to reference material,Conforms to reference material,,INH,   ,Pass
"01968265-dd3a-7ecf-97ba-98a42721ed68-0196c2da-0447-7e4c-ae59-6ef3ecfe4caf-123-180085231839|GLO|SPEC-00023863|2||<=|5.0||","0196c2da-0447-7e4c-ae59-6ef3ecfe4caf","01968265-dd3a-7ecf-97ba-98a42721ed68",CypressTC3 – Streamer Test,"123",2025-05-12 00:00:00.000,"180085231839|GLO|SPEC-00023863|2||<=|5.0||",Study-181251,"128388_FormC","128388_FormC","18880254",Malvern_API-L,Cork_API-L,HI HPLC,Post-peak,"2 - 8Â°C","3 Months","2.0","2.0254",%,GLO,  <=5.0,Pass
"01968265-dd3a-7ecf-97ba-98a42721ed68-0196c2da-0447-7e9c-95fa-c9876889a037-123-180085231841||SPEC-00023863|2|||||","0196c2da-0447-7e9c-95fa-c9876889a037","01968265-dd3a-7ecf-97ba-98a42721ed68",CypressTC3 – Streamer Test,"123",2025-05-12 00:00:00.000,"180085231841||SPEC-00023863|2|||||",Study-181251,"128388_FormC","128388_FormC","18880254",Malvern_API-L,Cork_API-L,CIEF,Acidic Peak 1,"2 - 8Â°C","3 Months",<3.0,"1.26",%,"",Report Results,Pass
"01968265-dd3a-7ecf-97ba-98a42721ed68-0196c2da-0448-768d-812f-1b44e5203ba1-123-180085231853||SPEC-00023863|2|||||","0196c2da-0448-768d-812f-1b44e5203ba1","01968265-dd3a-7ecf-97ba-98a42721ed68",CypressTC3 – Streamer Test,"123",2025-05-12 00:00:00.000,"180085231853||SPEC-00023863|2|||||",Study-181251,"128388_FormC","128388_FormC","18880254",Malvern_API-L,Cork_API-L,CIEF,Basic Peak 6,"2 - 8Â°C","3 Months",<3.0,"2.38",%,"",Report Results,Pass
"01968265-dd3a-7ecf-97ba-98a42721ed68-0196c2da-0448-78b0-9ce7-691f1f4cd6f6-123-180085231847||SPEC-00023863|2|||||","0196c2da-0448-78b0-9ce7-691f1f4cd6f6","01968265-dd3a-7ecf-97ba-98a42721ed68",CypressTC3 – Streamer Test,"123",2025-05-12 00:00:00.000,"180085231847||SPEC-00023863|2|||||",Study-181251,"128388_FormC","128388_FormC","18880254",Malvern_API-L,Cork_API-L,CIEF,Acidic Peak 3,"2 - 8Â°C","3 Months","16.3","16.29",%,"",Report Results,Pass
"01968265-dd3a-7ecf-97ba-98a42721ed68-0196c2da-0448-7a61-95e8-91202e83afe3-123-180085231851|GLO|SPEC-00023863|2||>|-99999||","0196c2da-0448-7a61-95e8-91202e83afe3","01968265-dd3a-7ecf-97ba-98a42721ed68",CypressTC3 – Streamer Test,"123",2025-05-12 00:00:00.000,"180085231851|GLO|SPEC-00023863|2||>|-99999||",Study-181251,"128388_FormC","128388_FormC","18880254",Malvern_API-L,Cork_API-L,CIEF,Main Peak,"2 - 8Â°C","3 Months","75.2","75.18",%,GLO,Report Results,Pass
"01968265-dd3a-7ecf-97ba-98a42721ed68-0196c2da-0448-7bdf-bb43-2787afc5dd59-123-180085231855||SPEC-00023863|2|||||","0196c2da-0448-7bdf-bb43-2787afc5dd59","01968265-dd3a-7ecf-97ba-98a42721ed68",CypressTC3 – Streamer Test,"123",2025-05-12 00:00:00.000,"180085231855||SPEC-00023863|2|||||",Study-181251,"128388_FormC","128388_FormC","18880254",Malvern_API-L,Cork_API-L,CIEF,Basic Peak 7,"2 - 8Â°C","3 Months",<3.0,"0.00",%,"",Report Results,Pass
"01968265-dd3a-7ecf-97ba-98a42721ed68-0196c2da-0448-7c6a-807a-2da92d48a199-123-180085231849||SPEC-00023863|2|||||","0196c2da-0448-7c6a-807a-2da92d48a199","01968265-dd3a-7ecf-97ba-98a42721ed68",CypressTC3 – Streamer Test,"123",2025-05-12 00:00:00.000,"180085231849||SPEC-00023863|2|||||",Study-181251,"128388_FormC","128388_FormC","18880254",Malvern_API-L,Cork_API-L,CIEF,Acidic Peak 4,"2 - 8Â°C","3 Months",<3.0,"0.00",%,"",Report Results,Pass
"01968265-dd3a-7ecf-97ba-98a42721ed68-0196c2da-0449-715d-b57f-fd2e74e8d66c-123-180085231857|GLO|SPEC-00023863|2||>|-99999||","0196c2da-0449-715d-b57f-fd2e74e8d66c","01968265-dd3a-7ecf-97ba-98a42721ed68",CypressTC3 – Streamer Test,"123",2025-05-12 00:00:00.000,"180085231857|GLO|SPEC-00023863|2||>|-99999||",Study-181251,"128388_FormC","128388_FormC","18880254",Malvern_API-L,Cork_API-L,CIEF,Sum of Acidic Peaks,"2 - 8Â°C","3 Months","22.4","22.43",%,GLO,Report Results,Pass
"01968265-dd3a-7ecf-97ba-98a42721ed68-0196c2da-0449-76f4-afbc-7695706d4661-123-180085231863|GLO|SPEC-00023863|2||>=|60|<=|140","0196c2da-0449-76f4-afbc-7695706d4661","01968265-dd3a-7ecf-97ba-98a42721ed68",CypressTC3 – Streamer Test,"123",2025-05-12 00:00:00.000,"180085231863|GLO|SPEC-00023863|2||>=|60|<=|140",Study-181251,"128388_FormC","128388_FormC","18880254",Malvern_API-L,Cork_API-L,BIOASSAY,EGFR Binding,"2 - 8Â°C","3 Months","123","123",%,GLO,"60-140% activity relative to Reference Material",Pass
"01968265-dd3a-7ecf-97ba-98a42721ed68-0196c2da-0449-7ae7-8332-459fb9fcb878-123-180085231861||SPEC-00023863|2|||||","0196c2da-0449-7ae7-8332-459fb9fcb878","01968265-dd3a-7ecf-97ba-98a42721ed68",CypressTC3 – Streamer Test,"123",2025-05-12 00:00:00.000,"180085231861||SPEC-00023863|2|||||",Study-181251,"128388_FormC","128388_FormC","18880254",Malvern_API-L,Cork_API-L,BIOASSAY,Sample Position,"2 - 8Â°C","3 Months","2","2",,"",No limit,Pass
"01968265-dd3a-7ecf-97ba-98a42721ed68-0196c2da-0449-7e28-85f2-ce97507b8d8b-123-180085231865||SPEC-00023863|2|||||","0196c2da-0449-7e28-85f2-ce97507b8d8b","01968265-dd3a-7ecf-97ba-98a42721ed68",CypressTC3 – Streamer Test,"123",2025-05-12 00:00:00.000,"180085231865||SPEC-00023863|2|||||",Study-181251,"128388_FormC","128388_FormC","18880254",Malvern_API-L,Cork_API-L,BIOASSAY 1,Sample Position,"2 - 8Â°C","3 Months","2","2",,"",No limit,Pass
"01968265-dd3a-7ecf-97ba-98a42721ed68-0196c2da-0449-7fe1-971f-f3e223d080b2-123-180085231859|GLO|SPEC-00023863|2||>|-99999||","0196c2da-0449-7fe1-971f-f3e223d080b2","01968265-dd3a-7ecf-97ba-98a42721ed68",CypressTC3 – Streamer Test,"123",2025-05-12 00:00:00.000,"180085231859|GLO|SPEC-00023863|2||>|-99999||",Study-181251,"128388_FormC","128388_FormC","18880254",Malvern_API-L,Cork_API-L,CIEF,Sum of Basic Peaks,"2 - 8Â°C","3 Months",<3.0,"2.38",%,GLO,Report Results,Pass
"01968265-dd3a-7ecf-97ba-98a42721ed68-0196c2da-044a-7115-86b0-46ac32844cc0-123-180085231867|GLO|SPEC-00023863|2||>=|60|<=|140","0196c2da-044a-7115-86b0-46ac32844cc0","01968265-dd3a-7ecf-97ba-98a42721ed68",CypressTC3 – Streamer Test,"123",2025-05-12 00:00:00.000,"180085231867|GLO|SPEC-00023863|2||>=|60|<=|140",Study-181251,"128388_FormC","128388_FormC","18880254",Malvern_API-L,Cork_API-L,BIOASSAY 1,cMET Binding,"2 - 8Â°C","3 Months","100","100",%,GLO,"60-140% activity relative to Reference Material",Pass
"01968265-dd3a-7ecf-97ba-98a42721ed68-0196c2da-044a-744c-b27e-9f18b7766da8-123-180085231869||SPEC-00023863|2|||||","0196c2da-044a-744c-b27e-9f18b7766da8","01968265-dd3a-7ecf-97ba-98a42721ed68",CypressTC3 – Streamer Test,"123",2025-05-12 00:00:00.000,"180085231869||SPEC-00023863|2|||||",Study-181251,"128388_FormC","128388_FormC","18880254",Malvern_API-L,Cork_API-L,PARTICULATE MATTER 6,≥ 2.0 to < 5.0 µm ECD per ml,"2 - 8Â°C","3 Months","3001.16","3001.16",Particles/ml,"",No limit,Pass
"01968265-dd3a-7ecf-97ba-98a42721ed68-0196c2da-044b-7404-9eda-0f1d2ce59f40-123-180085231871||SPEC-00023863|2|||||","0196c2da-044b-7404-9eda-0f1d2ce59f40","01968265-dd3a-7ecf-97ba-98a42721ed68",CypressTC3 – Streamer Test,"123",2025-05-12 00:00:00.000,"180085231871||SPEC-00023863|2|||||",Study-181251,"128388_FormC","128388_FormC","18880254",Malvern_API-L,Cork_API-L,PARTICULATE MATTER 6,≥ 5.0 to < 10 µm ECD per ml,"2 - 8Â°C","3 Months","230.12","230.12",Particles/ml,"",No limit,Pass
"01968265-dd3a-7ecf-97ba-98a42721ed68-0196c2da-044b-76d3-9f14-dce6487714e9-123-180085231875||SPEC-00023863|2|||||","0196c2da-044b-76d3-9f14-dce6487714e9","01968265-dd3a-7ecf-97ba-98a42721ed68",CypressTC3 – Streamer Test,"123",2025-05-12 00:00:00.000,"180085231875||SPEC-00023863|2|||||",Study-181251,"128388_FormC","128388_FormC","18880254",Malvern_API-L,Cork_API-L,PARTICULATE MATTER 6,≥ 25 to < 70 µm ECD per ml,"2 - 8Â°C","3 Months","1.17","1.17",Particles/ml,"",No limit,Pass
"01968265-dd3a-7ecf-97ba-98a42721ed68-0196c2da-044b-7c83-8b7b-6b4da12c9a7b-123-180085231877|GLO|SPEC-00023863|2||<=|10||","0196c2da-044b-7c83-8b7b-6b4da12c9a7b","01968265-dd3a-7ecf-97ba-98a42721ed68",CypressTC3 – Streamer Test,"123",2025-05-12 00:00:00.000,"180085231877|GLO|SPEC-00023863|2||<=|10||",Study-181251,"128388_FormC","128388_FormC","18880254",Malvern_API-L,Cork_API-L,PARTICULATE MATTER 6,≥ 70 µm ECD per ml,"2 - 8Â°C","3 Months","0","0.07",Particles/ml,GLO,≥70 μm ECD : ≤10 particles per mL,Pass
"01968265-dd3a-7ecf-97ba-98a42721ed68-0196c2da-044b-7ed4-98c9-e089b5580565-123-180085231873||SPEC-00023863|2|||||","0196c2da-044b-7ed4-98c9-e089b5580565","01968265-dd3a-7ecf-97ba-98a42721ed68",CypressTC3 – Streamer Test,"123",2025-05-12 00:00:00.000,"180085231873||SPEC-00023863|2|||||",Study-181251,"128388_FormC","128388_FormC","18880254",Malvern_API-L,Cork_API-L,PARTICULATE MATTER 6,≥ 10 to < 25 µm ECD per ml,"2 - 8Â°C","3 Months","17.56","17.56",Particles/ml,"",No limit,Pass
"01968265-dd3a-7ecf-97ba-98a42721ed68-0196c2da-044c-7255-839e-f600d70de474-123-180085231881||SPEC-00023863|2|||||","0196c2da-044c-7255-839e-f600d70de474","01968265-dd3a-7ecf-97ba-98a42721ed68",CypressTC3 – Streamer Test,"123",2025-05-12 00:00:00.000,"180085231881||SPEC-00023863|2|||||",Study-181251,"128388_FormC","128388_FormC","18880254",Malvern_API-L,Cork_API-L,PARTICULATE MATTER 6,≥ 125 µm MFD per ml,"2 - 8Â°C","3 Months","0.15","0.15",Particles/ml,"",No limit,Pass
"01968265-dd3a-7ecf-97ba-98a42721ed68-0196c2da-044c-7481-9082-94bff3be0b66-123-180085231879||SPEC-00023863|2|||||","0196c2da-044c-7481-9082-94bff3be0b66","01968265-dd3a-7ecf-97ba-98a42721ed68",CypressTC3 – Streamer Test,"123",2025-05-12 00:00:00.000,"180085231879||SPEC-00023863|2|||||",Study-181251,"128388_FormC","128388_FormC","18880254",Malvern_API-L,Cork_API-L,PARTICULATE MATTER 6,≥ 70 µm MFD per ml,"2 - 8Â°C","3 Months","0.15","0.15",Particles/ml,"",No limit,Pass
"01968265-dd3a-7ecf-97ba-98a42721ed68-0196c2da-044c-7f31-a8a2-5936871fa321-123-180085231883||SPEC-00023863|2|||||","0196c2da-044c-7f31-a8a2-5936871fa321","01968265-dd3a-7ecf-97ba-98a42721ed68",CypressTC3 – Streamer Test,"123",2025-05-12 00:00:00.000,"180085231883||SPEC-00023863|2|||||",Study-181251,"128388_FormC","128388_FormC","18880254",Malvern_API-L,Cork_API-L,PARTICULATE MATTER 1,≥ 2 to < 10 µm per ml,"2 - 8Â°C","3 Months","415.86","415.86",Particles/ml,"",No limit,Pass
"01968265-dd3a-7ecf-97ba-98a42721ed68-0196c2da-044c-7f8e-893c-d2c1c3979062-123-180085231885||SPEC-00023863|2|||||","0196c2da-044c-7f8e-893c-d2c1c3979062","01968265-dd3a-7ecf-97ba-98a42721ed68",CypressTC3 – Streamer Test,"123",2025-05-12 00:00:00.000,"180085231885||SPEC-00023863|2|||||",Study-181251,"128388_FormC","128388_FormC","18880254",Malvern_API-L,Cork_API-L,PARTICULATE MATTER 1,≥ 10 to < 25 µm per ml,"2 - 8Â°C","3 Months","10.27","10.27",Particles/ml,"",No limit,Pass
"01968265-dd3a-7ecf-97ba-98a42721ed68-0196c2da-044d-7107-bee9-bf03193094ae-123-180085231899|GLO|SPEC-00023863|2||In|<= BY2;<= BY3;<= BY4;<= BY5;<= BY6;<= BY7;<= BY8;<= BY9;COLORLESS||","0196c2da-044d-7107-bee9-bf03193094ae","01968265-dd3a-7ecf-97ba-98a42721ed68",CypressTC3 – Streamer Test,"123",2025-05-12 00:00:00.000,"180085231899|GLO|SPEC-00023863|2||In|<= BY2;<= BY3;<= BY4;<= BY5;<= BY6;<= BY7;<= BY8;<= BY9;COLORLESS||",Study-181251,"128388_FormC","128388_FormC","18880255",Malvern_API-L,Cork_API-L,COLOUR SOLUTION,Brown-Yellow Series (Standard BY),"2 - 8Â°C","3 Months",<= BY6,<= BY6,,GLO,Colorless to ≤BY2,Pass
"01968265-dd3a-7ecf-97ba-98a42721ed68-0196c2da-044d-7174-a7f0-3f83e7858256-123-180085231887||SPEC-00023863|2|||||","0196c2da-044d-7174-a7f0-3f83e7858256","01968265-dd3a-7ecf-97ba-98a42721ed68",CypressTC3 – Streamer Test,"123",2025-05-12 00:00:00.000,"180085231887||SPEC-00023863|2|||||",Study-181251,"128388_FormC","128388_FormC","18880254",Malvern_API-L,Cork_API-L,PARTICULATE MATTER 1,≥ 25 µm per ml,"2 - 8Â°C","3 Months","0.00","0.00",Particles/ml,"",No limit,Pass
