"primary_key","object_id","product_family_id","product_family_name","product_family_number","laststreameddate","itemref","study_id","batch_number","material","sample_id","manufacture_site","stability_site","analysis","measurement","itemcondition","time_point","display_result","entered_result","units","limit_type_id","coa_limit","verification_status"
"01968265-dd3a-7ecf-97ba-98a42721ed68-0196c2da-717b-70da-bc78-07f8fcfc14bf-123-180086665995|GLO|SPEC-00023863|2||>|-99999||","0196c2da-717b-70da-bc78-07f8fcfc14bf","01968265-dd3a-7ecf-97ba-98a42721ed68",CypressTC3 – Streamer Test,"123",2025-05-12 00:00:00.000,"180086665995|GLO|SPEC-00023863|2||>|-99999||",Study-181251,"128388_FormC","128388_FormC","80000079",Malvern_API-L,Cork_API-L,CIEF,Sum of Acidic Peaks,"25Â°C/60%RH","3 Months","32.6","32.61",%,GLO,Report Results,Pass
"01968265-dd3a-7ecf-97ba-98a42721ed68-0196c2da-717b-719b-ac63-2131ac2a80f0-123-180086665991||SPEC-00023863|2|||||","0196c2da-717b-719b-ac63-2131ac2a80f0","01968265-dd3a-7ecf-97ba-98a42721ed68",CypressTC3 – Streamer Test,"123",2025-05-12 00:00:00.000,"180086665991||SPEC-00023863|2|||||",Study-181251,"128388_FormC","128388_FormC","80000079",Malvern_API-L,Cork_API-L,CIEF,Basic Peak 6,"25Â°C/60%RH","3 Months","4.1","4.09",%,"",Report Results,Pass
"01968265-dd3a-7ecf-97ba-98a42721ed68-0196c2da-717b-754f-aabe-1fb643e41514-123-180086665987||SPEC-00023863|2|||||","0196c2da-717b-754f-aabe-1fb643e41514","01968265-dd3a-7ecf-97ba-98a42721ed68",CypressTC3 – Streamer Test,"123",2025-05-12 00:00:00.000,"180086665987||SPEC-00023863|2|||||",Study-181251,"128388_FormC","128388_FormC","80000079",Malvern_API-L,Cork_API-L,CIEF,Acidic Peak 4,"25Â°C/60%RH","3 Months","4.3","4.26",%,"",Report Results,Pass
"01968265-dd3a-7ecf-97ba-98a42721ed68-0196c2da-717b-787c-98f0-300bf25ede1d-123-180086665985||SPEC-00023863|2|||||","0196c2da-717b-787c-98f0-300bf25ede1d","01968265-dd3a-7ecf-97ba-98a42721ed68",CypressTC3 – Streamer Test,"123",2025-05-12 00:00:00.000,"180086665985||SPEC-00023863|2|||||",Study-181251,"128388_FormC","128388_FormC","80000079",Malvern_API-L,Cork_API-L,CIEF,Acidic Peak 3,"25Â°C/60%RH","3 Months","21.8","21.82",%,"",Report Results,Pass
"01968265-dd3a-7ecf-97ba-98a42721ed68-0196c2da-717b-7992-8439-6b1f18c8557f-123-180086665989|GLO|SPEC-00023863|2||>|-99999||","0196c2da-717b-7992-8439-6b1f18c8557f","01968265-dd3a-7ecf-97ba-98a42721ed68",CypressTC3 – Streamer Test,"123",2025-05-12 00:00:00.000,"180086665989|GLO|SPEC-00023863|2||>|-99999||",Study-181251,"128388_FormC","128388_FormC","80000079",Malvern_API-L,Cork_API-L,CIEF,Main Peak,"25Â°C/60%RH","3 Months","63.3","63.29",%,GLO,Report Results,Pass
"01968265-dd3a-7ecf-97ba-98a42721ed68-0196c2da-717c-70f7-bf98-a8682286c0a3-123-180086665997|GLO|SPEC-00023863|2||>|-99999||","0196c2da-717c-70f7-bf98-a8682286c0a3","01968265-dd3a-7ecf-97ba-98a42721ed68",CypressTC3 – Streamer Test,"123",2025-05-12 00:00:00.000,"180086665997|GLO|SPEC-00023863|2||>|-99999||",Study-181251,"128388_FormC","128388_FormC","80000079",Malvern_API-L,Cork_API-L,CIEF,Sum of Basic Peaks,"25Â°C/60%RH","3 Months","4.1","4.09",%,GLO,Report Results,Pass
"01968265-dd3a-7ecf-97ba-98a42721ed68-0196c2da-717c-7170-822b-55aa1ef86c9a-123-180086666007||SPEC-00023863|2|||||","0196c2da-717c-7170-822b-55aa1ef86c9a","01968265-dd3a-7ecf-97ba-98a42721ed68",CypressTC3 – Streamer Test,"123",2025-05-12 00:00:00.000,"180086666007||SPEC-00023863|2|||||",Study-181251,"128388_FormC","128388_FormC","80000079",Malvern_API-L,Cork_API-L,PARTICULATE MATTER 6,≥ 2.0 to < 5.0 µm ECD per ml,"25Â°C/60%RH","3 Months","4356.84","4356.84",Particles/ml,"",No limit,Pass
"01968265-dd3a-7ecf-97ba-98a42721ed68-0196c2da-717c-7331-83bf-af66d2e0da4d-123-180086666001|GLO|SPEC-00023863|2||>=|60|<=|140","0196c2da-717c-7331-83bf-af66d2e0da4d","01968265-dd3a-7ecf-97ba-98a42721ed68",CypressTC3 – Streamer Test,"123",2025-05-12 00:00:00.000,"180086666001|GLO|SPEC-00023863|2||>=|60|<=|140",Study-181251,"128388_FormC","128388_FormC","80000079",Malvern_API-L,Cork_API-L,BIOASSAY,EGFR Binding,"25Â°C/60%RH","3 Months","115","115",%,GLO,"60-140% activity relative to Reference Material",Pass
"01968265-dd3a-7ecf-97ba-98a42721ed68-0196c2da-717c-7493-a948-872b60179e7d-123-180086666005|GLO|SPEC-00023863|2||>=|60|<=|140","0196c2da-717c-7493-a948-872b60179e7d","01968265-dd3a-7ecf-97ba-98a42721ed68",CypressTC3 – Streamer Test,"123",2025-05-12 00:00:00.000,"180086666005|GLO|SPEC-00023863|2||>=|60|<=|140",Study-181251,"128388_FormC","128388_FormC","80000079",Malvern_API-L,Cork_API-L,BIOASSAY 1,cMET Binding,"25Â°C/60%RH","3 Months","90","90",%,GLO,"60-140% activity relative to Reference Material",Pass
"01968265-dd3a-7ecf-97ba-98a42721ed68-0196c2da-717c-75c8-967a-470ce9968f2b-123-180086666009||SPEC-00023863|2|||||","0196c2da-717c-75c8-967a-470ce9968f2b","01968265-dd3a-7ecf-97ba-98a42721ed68",CypressTC3 – Streamer Test,"123",2025-05-12 00:00:00.000,"180086666009||SPEC-00023863|2|||||",Study-181251,"128388_FormC","128388_FormC","80000079",Malvern_API-L,Cork_API-L,PARTICULATE MATTER 6,≥ 5.0 to < 10 µm ECD per ml,"25Â°C/60%RH","3 Months","310.96","310.96",Particles/ml,"",No limit,Pass
"01968265-dd3a-7ecf-97ba-98a42721ed68-0196c2da-717c-7752-9533-50d4ceb6dfc6-123-180086666003||SPEC-00023863|2|||||","0196c2da-717c-7752-9533-50d4ceb6dfc6","01968265-dd3a-7ecf-97ba-98a42721ed68",CypressTC3 – Streamer Test,"123",2025-05-12 00:00:00.000,"180086666003||SPEC-00023863|2|||||",Study-181251,"128388_FormC","128388_FormC","80000079",Malvern_API-L,Cork_API-L,BIOASSAY 1,Sample Position,"25Â°C/60%RH","3 Months","1","1",,"",No limit,Pass
"01968265-dd3a-7ecf-97ba-98a42721ed68-0196c2da-717c-7a39-a69f-1407ac14cde5-123-180086666011||SPEC-00023863|2|||||","0196c2da-717c-7a39-a69f-1407ac14cde5","01968265-dd3a-7ecf-97ba-98a42721ed68",CypressTC3 – Streamer Test,"123",2025-05-12 00:00:00.000,"180086666011||SPEC-00023863|2|||||",Study-181251,"128388_FormC","128388_FormC","80000079",Malvern_API-L,Cork_API-L,PARTICULATE MATTER 6,≥ 10 to < 25 µm ECD per ml,"25Â°C/60%RH","3 Months","19.26","19.26",Particles/ml,"",No limit,Pass
"01968265-dd3a-7ecf-97ba-98a42721ed68-0196c2da-717c-7dc7-aea0-9f9ed8eb8953-123-180086665999||SPEC-00023863|2|||||","0196c2da-717c-7dc7-aea0-9f9ed8eb8953","01968265-dd3a-7ecf-97ba-98a42721ed68",CypressTC3 – Streamer Test,"123",2025-05-12 00:00:00.000,"180086665999||SPEC-00023863|2|||||",Study-181251,"128388_FormC","128388_FormC","80000079",Malvern_API-L,Cork_API-L,BIOASSAY,Sample Position,"25Â°C/60%RH","3 Months","1","1",,"",No limit,Pass
"01968265-dd3a-7ecf-97ba-98a42721ed68-0196c2da-717d-7082-af4f-43f3265bb58e-123-180086666013||SPEC-00023863|2|||||","0196c2da-717d-7082-af4f-43f3265bb58e","01968265-dd3a-7ecf-97ba-98a42721ed68",CypressTC3 – Streamer Test,"123",2025-05-12 00:00:00.000,"180086666013||SPEC-00023863|2|||||",Study-181251,"128388_FormC","128388_FormC","80000079",Malvern_API-L,Cork_API-L,PARTICULATE MATTER 6,≥ 25 to < 70 µm ECD per ml,"25Â°C/60%RH","3 Months","0.93","0.93",Particles/ml,"",No limit,Pass
"01968265-dd3a-7ecf-97ba-98a42721ed68-0196c2da-717d-71cd-99b9-fe4cb9efab53-123-180086666019||SPEC-00023863|2|||||","0196c2da-717d-71cd-99b9-fe4cb9efab53","01968265-dd3a-7ecf-97ba-98a42721ed68",CypressTC3 – Streamer Test,"123",2025-05-12 00:00:00.000,"180086666019||SPEC-00023863|2|||||",Study-181251,"128388_FormC","128388_FormC","80000079",Malvern_API-L,Cork_API-L,PARTICULATE MATTER 6,≥ 125 µm MFD per ml,"25Â°C/60%RH","3 Months","0.15","0.15",Particles/ml,"",No limit,Pass
"01968265-dd3a-7ecf-97ba-98a42721ed68-0196c2da-717d-7396-94ae-51da2b4c5121-123-180086666017||SPEC-00023863|2|||||","0196c2da-717d-7396-94ae-51da2b4c5121","01968265-dd3a-7ecf-97ba-98a42721ed68",CypressTC3 – Streamer Test,"123",2025-05-12 00:00:00.000,"180086666017||SPEC-00023863|2|||||",Study-181251,"128388_FormC","128388_FormC","80000079",Malvern_API-L,Cork_API-L,PARTICULATE MATTER 6,≥ 70 µm MFD per ml,"25Â°C/60%RH","3 Months","0.23","0.23",Particles/ml,"",No limit,Pass
"01968265-dd3a-7ecf-97ba-98a42721ed68-0196c2da-717d-7c0c-8cd7-7f4ce32d942e-123-180086666015|GLO|SPEC-00023863|2||<=|10||","0196c2da-717d-7c0c-8cd7-7f4ce32d942e","01968265-dd3a-7ecf-97ba-98a42721ed68",CypressTC3 – Streamer Test,"123",2025-05-12 00:00:00.000,"180086666015|GLO|SPEC-00023863|2||<=|10||",Study-181251,"128388_FormC","128388_FormC","80000079",Malvern_API-L,Cork_API-L,PARTICULATE MATTER 6,≥ 70 µm ECD per ml,"25Â°C/60%RH","3 Months","0","0.07",Particles/ml,GLO,≥70 μm ECD : ≤10 particles per mL,Pass
"01968265-dd3a-7ecf-97ba-98a42721ed68-0196c2da-717d-7d19-98cf-cb8ac496855b-123-180086666021||SPEC-00023863|2|||||","0196c2da-717d-7d19-98cf-cb8ac496855b","01968265-dd3a-7ecf-97ba-98a42721ed68",CypressTC3 – Streamer Test,"123",2025-05-12 00:00:00.000,"180086666021||SPEC-00023863|2|||||",Study-181251,"128388_FormC","128388_FormC","80000079",Malvern_API-L,Cork_API-L,PARTICULATE MATTER 1,≥ 2 to < 10 µm per ml,"25Â°C/60%RH","3 Months","570.00","570.00",Particles/ml,"",No limit,Pass
"01968265-dd3a-7ecf-97ba-98a42721ed68-0196c2da-717e-702b-9ed4-f278f8f1671c-123-180086666033|GLO|SPEC-00023863|2||>=|5.2|<=|6.2","0196c2da-717e-702b-9ed4-f278f8f1671c","01968265-dd3a-7ecf-97ba-98a42721ed68",CypressTC3 – Streamer Test,"123",2025-05-12 00:00:00.000,"180086666033|GLO|SPEC-00023863|2||>=|5.2|<=|6.2",Study-181251,"128388_FormC","128388_FormC","80000080",Malvern_API-L,Cork_API-L,PH,pH,"25Â°C/60%RH","3 Months","5.8","5.79",,GLO,>=5.2 <=6.2,Pass
"01968265-dd3a-7ecf-97ba-98a42721ed68-0196c2da-717e-71ed-8445-b79ef1e7b98d-123-180086666027||SPEC-00023863|2|||||","0196c2da-717e-71ed-8445-b79ef1e7b98d","01968265-dd3a-7ecf-97ba-98a42721ed68",CypressTC3 – Streamer Test,"123",2025-05-12 00:00:00.000,"180086666027||SPEC-00023863|2|||||",Study-181251,"128388_FormC","128388_FormC","80000079",Malvern_API-L,Cork_API-L,PARTICULATE MATTER 1,≥ 2 to < 10 µm,"25Â°C/60%RH","3 Months","2166","2166.00",Particles/vial,"",No limit,Pass
"01968265-dd3a-7ecf-97ba-98a42721ed68-0196c2da-717e-728d-bfbe-db36e883bae9-123-180086666035|GLO|SPEC-00023863|2||In|<= B2;<= B3;<= B4;<= B5;<= B6;<= B7;<= B8;<= B9;COLORLESS||","0196c2da-717e-728d-bfbe-db36e883bae9","01968265-dd3a-7ecf-97ba-98a42721ed68",CypressTC3 – Streamer Test,"123",2025-05-12 00:00:00.000,"180086666035|GLO|SPEC-00023863|2||In|<= B2;<= B3;<= B4;<= B5;<= B6;<= B7;<= B8;<= B9;COLORLESS||",Study-181251,"128388_FormC","128388_FormC","80000080",Malvern_API-L,Cork_API-L,COLOUR SOLUTION,Brown Series (Standard B),"25Â°C/60%RH","3 Months",<= B8,<= B8,,GLO,Colorless to ≤B2,Pass
"01968265-dd3a-7ecf-97ba-98a42721ed68-0196c2da-717e-73ad-8c8d-dd2f6b658c1d-123-180086666031|GLO|SPEC-00023863|2||<=|600||","0196c2da-717e-73ad-8c8d-dd2f6b658c1d","01968265-dd3a-7ecf-97ba-98a42721ed68",CypressTC3 – Streamer Test,"123",2025-05-12 00:00:00.000,"180086666031|GLO|SPEC-00023863|2||<=|600||",Study-181251,"128388_FormC","128388_FormC","80000079",Malvern_API-L,Cork_API-L,PARTICULATE MATTER 1,≥ 25 µm,"25Â°C/60%RH","3 Months","1","0.76",Particles/vial,GLO,  <=600,Pass
"01968265-dd3a-7ecf-97ba-98a42721ed68-0196c2da-717e-7492-95c6-651c5a6b5afc-123-180086666023||SPEC-00023863|2|||||","0196c2da-717e-7492-95c6-651c5a6b5afc","01968265-dd3a-7ecf-97ba-98a42721ed68",CypressTC3 – Streamer Test,"123",2025-05-12 00:00:00.000,"180086666023||SPEC-00023863|2|||||",Study-181251,"128388_FormC","128388_FormC","80000079",Malvern_API-L,Cork_API-L,PARTICULATE MATTER 1,≥ 10 to < 25 µm per ml,"25Â°C/60%RH","3 Months","7.67","7.67",Particles/ml,"",No limit,Pass
"01968265-dd3a-7ecf-97ba-98a42721ed68-0196c2da-717e-7820-8eaa-da6a21073113-123-180086666025||SPEC-00023863|2|||||","0196c2da-717e-7820-8eaa-da6a21073113","01968265-dd3a-7ecf-97ba-98a42721ed68",CypressTC3 – Streamer Test,"123",2025-05-12 00:00:00.000,"180086666025||SPEC-00023863|2|||||",Study-181251,"128388_FormC","128388_FormC","80000079",Malvern_API-L,Cork_API-L,PARTICULATE MATTER 1,≥ 25 µm per ml,"25Â°C/60%RH","3 Months","0.20","0.20",Particles/ml,"",No limit,Pass
"01968265-dd3a-7ecf-97ba-98a42721ed68-0196c2da-717e-7ef8-9e5a-cc08ad0ec705-123-180086666029|GLO|SPEC-00023863|2||<=|6000||","0196c2da-717e-7ef8-9e5a-cc08ad0ec705","01968265-dd3a-7ecf-97ba-98a42721ed68",CypressTC3 – Streamer Test,"123",2025-05-12 00:00:00.000,"180086666029|GLO|SPEC-00023863|2||<=|6000||",Study-181251,"128388_FormC","128388_FormC","80000079",Malvern_API-L,Cork_API-L,PARTICULATE MATTER 1,≥ 10 µm,"25Â°C/60%RH","3 Months","30","29.90",Particles/vial,GLO,  <=6000,Pass
"01968265-dd3a-7ecf-97ba-98a42721ed68-0196c2da-717f-73f3-9096-8318cca58600-123-180086666043|CHAR|SPEC-00023863|2||>|-99999||","0196c2da-717f-73f3-9096-8318cca58600","01968265-dd3a-7ecf-97ba-98a42721ed68",CypressTC3 – Streamer Test,"123",2025-05-12 00:00:00.000,"180086666043|CHAR|SPEC-00023863|2||>|-99999||",Study-181251,"128388_FormC","128388_FormC","80000081",Malvern_API-L,Cork_API-L,BINDING ASSAY 2,FcγRIIIa binding assay,"25Â°C/60%RH","3 Months","101","101",%,CHAR,Report results,Pass
"01968265-dd3a-7ecf-97ba-98a42721ed68-0196c2da-717f-764a-bfc0-40729fe26985-123-180086666041|GLO|SPEC-00023863|2||<=|18||","0196c2da-717f-764a-bfc0-40729fe26985","01968265-dd3a-7ecf-97ba-98a42721ed68",CypressTC3 – Streamer Test,"123",2025-05-12 00:00:00.000,"180086666041|GLO|SPEC-00023863|2||<=|18||",Study-181251,"128388_FormC","128388_FormC","80000080",Malvern_API-L,Cork_API-L,TURBIDITY,Turbidity,"25Â°C/60%RH","3 Months","6","5.53",NTU,GLO,  <=18,Pass
"01968265-dd3a-7ecf-97ba-98a42721ed68-0196c2da-717f-782d-95a9-8e6e80bcd700-123-180086666037|GLO|SPEC-00023863|2||In|<= BY2;<= BY3;<= BY4;<= BY5;<= BY6;<= BY7;<= BY8;<= BY9;COLORLESS||","0196c2da-717f-782d-95a9-8e6e80bcd700","01968265-dd3a-7ecf-97ba-98a42721ed68",CypressTC3 – Streamer Test,"123",2025-05-12 00:00:00.000,"180086666037|GLO|SPEC-00023863|2||In|<= BY2;<= BY3;<= BY4;<= BY5;<= BY6;<= BY7;<= BY8;<= BY9;COLORLESS||",Study-181251,"128388_FormC","128388_FormC","80000080",Malvern_API-L,Cork_API-L,COLOUR SOLUTION,Brown-Yellow Series (Standard BY),"25Â°C/60%RH","3 Months",<= BY6,<= BY6,,GLO,Colorless to ≤BY2,Pass
"01968265-dd3a-7ecf-97ba-98a42721ed68-0196c2da-717f-7bae-882c-96b520bf5811-123-180086666039|GLO|SPEC-00023863|2||In|<=Y2;<=Y3;<=Y4;<=Y5;<=Y6;<=Y7;<=Y8;<=Y9;COLORLESS||","0196c2da-717f-7bae-882c-96b520bf5811","01968265-dd3a-7ecf-97ba-98a42721ed68",CypressTC3 – Streamer Test,"123",2025-05-12 00:00:00.000,"180086666039|GLO|SPEC-00023863|2||In|<=Y2;<=Y3;<=Y4;<=Y5;<=Y6;<=Y7;<=Y8;<=Y9;COLORLESS||",Study-181251,"128388_FormC","128388_FormC","80000080",Malvern_API-L,Cork_API-L,COLOUR SOLUTION,Yellow Series (Standard Y),"25Â°C/60%RH","3 Months",<=Y6,<=Y6,,GLO,Colorless to ≤Y2,Pass
"01968265-dd3a-7ecf-97ba-98a42721ed68-0196c2da-7180-7064-a439-63466ddc78fe-123-180086666045|CHAR|SPEC-00023863|2||Not In|-99999||","0196c2da-7180-7064-a439-63466ddc78fe","01968265-dd3a-7ecf-97ba-98a42721ed68",CypressTC3 – Streamer Test,"123",2025-05-12 00:00:00.000,"180086666045|CHAR|SPEC-00023863|2||Not In|-99999||",Study-181251,"128388_FormC","128388_FormC","80000081",Malvern_API-L,Cork_API-L,PEPTIDE MAPPING,Peptide Map,"25Â°C/60%RH","3 Months",CNTO 4424-n001-01372,CNTO 4424-n001-01372,,CHAR,Report results,Pass
"01968265-dd3a-7ecf-97ba-98a42721ed68-0196c2da-7180-7fb3-9784-32e34df5807c-123-180086666049|CHAR|SPEC-00023863|2||>|-99999||","0196c2da-7180-7fb3-9784-32e34df5807c","01968265-dd3a-7ecf-97ba-98a42721ed68",CypressTC3 – Streamer Test,"123",2025-05-12 00:00:00.000,"180086666049|CHAR|SPEC-00023863|2||>|-99999||",Study-181251,"128388_FormC","128388_FormC","80000082",Malvern_API-L,Cork_API-L,POLYSORBATE,Polysorbate 80,"25Â°C/60%RH","3 Months","0.0","0.0498",%,CHAR,Report results,Pass
"01968265-dd3a-7ecf-97ba-98a42721ed68-0196c2da-b7d6-7045-a648-5ce821e72a23-123-180087465375|GLO|SPEC-00023863|2||<=|10.0||","0196c2da-b7d6-7045-a648-5ce821e72a23","01968265-dd3a-7ecf-97ba-98a42721ed68",CypressTC3 – Streamer Test,"123",2025-05-12 00:00:00.000,"180087465375|GLO|SPEC-00023863|2||<=|10.0||",Study-181251,"128388_FormC","128388_FormC","80000079",Malvern_API-L,Cork_API-L,CSDS REDUCED,AG HC,"25Â°C/60%RH","3 Months","3.9","3.894",%,GLO,  <=10.0,Pass
"01968265-dd3a-7ecf-97ba-98a42721ed68-0196c2da-b7d6-7a48-aaea-df12c3359df3-123-180087465377|GLO|SPEC-00023863|2||In|NO NEW PEAK > 1.0% COMPARED TO REFERENCE MATERIAL||","0196c2da-b7d6-7a48-aaea-df12c3359df3","01968265-dd3a-7ecf-97ba-98a42721ed68",CypressTC3 – Streamer Test,"123",2025-05-12 00:00:00.000,"180087465377|GLO|SPEC-00023863|2||In|NO NEW PEAK > 1.0% COMPARED TO REFERENCE MATERIAL||",Study-181251,"128388_FormC","128388_FormC","80000079",Malvern_API-L,Cork_API-L,CSDS REDUCED,New peaks,"25Â°C/60%RH","3 Months",No new peak > 1.0% compared to Reference Material,No new peak > 1.0% compared to Reference Material,,GLO,   ,Pass
"01968265-dd3a-7ecf-97ba-98a42721ed68-0196c2da-b7d6-7fa3-b578-76e3f01b9ba9-123-180087465373|GLO|SPEC-00023863|2||>=|90.0||","0196c2da-b7d6-7fa3-b578-76e3f01b9ba9","01968265-dd3a-7ecf-97ba-98a42721ed68",CypressTC3 – Streamer Test,"123",2025-05-12 00:00:00.000,"180087465373|GLO|SPEC-00023863|2||>=|90.0||",Study-181251,"128388_FormC","128388_FormC","80000079",Malvern_API-L,Cork_API-L,CSDS REDUCED,Purity,"25Â°C/60%RH","3 Months","94.7","94.655",%,GLO,>=90.0  ,Pass
"01968265-dd3a-7ecf-97ba-98a42721ed68-0196c2da-d882-78ed-bb1b-fce66b49a2ce-123-180087922629|GLO|SPEC-00023863|2||>=|90.0||","0196c2da-d882-78ed-bb1b-fce66b49a2ce","01968265-dd3a-7ecf-97ba-98a42721ed68",CypressTC3 – Streamer Test,"123",2025-05-12 00:00:00.000,"180087922629|GLO|SPEC-00023863|2||>=|90.0||",Study-181251,"128388_FormC","128388_FormC","18975905",Malvern_API-L,Cork_API-L,CSDS REDUCED,Purity,"40Â°C/75%RH","3 Months","88.6","88.607",%,GLO,>=90.0  ,Fail
"01968265-dd3a-7ecf-97ba-98a42721ed68-0196c2da-d883-78a5-b00b-1ff4dd2dced8-123-180087922631|GLO|SPEC-00023863|2||<=|10.0||","0196c2da-d883-78a5-b00b-1ff4dd2dced8","01968265-dd3a-7ecf-97ba-98a42721ed68",CypressTC3 – Streamer Test,"123",2025-05-12 00:00:00.000,"180087922631|GLO|SPEC-00023863|2||<=|10.0||",Study-181251,"128388_FormC","128388_FormC","18975905",Malvern_API-L,Cork_API-L,CSDS REDUCED,AG HC,"40Â°C/75%RH","3 Months","4.0","3.960",%,GLO,  <=10.0,Fail
"01968265-dd3a-7ecf-97ba-98a42721ed68-0196c2da-d883-7fe2-8a5f-6df4eebf2b8e-123-180087922633|GLO|SPEC-00023863|2||In|NO NEW PEAK > 1.0% COMPARED TO REFERENCE MATERIAL||","0196c2da-d883-7fe2-8a5f-6df4eebf2b8e","01968265-dd3a-7ecf-97ba-98a42721ed68",CypressTC3 – Streamer Test,"123",2025-05-12 00:00:00.000,"180087922633|GLO|SPEC-00023863|2||In|NO NEW PEAK > 1.0% COMPARED TO REFERENCE MATERIAL||",Study-181251,"128388_FormC","128388_FormC","18975905",Malvern_API-L,Cork_API-L,CSDS REDUCED,New peaks,"40Â°C/75%RH","3 Months",No new peak > 1.0% compared to Reference Material,No new peak > 1.0% compared to Reference Material,,GLO,   ,Fail
